,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
2993,GRZ,2025-05-04,2025-07-06,63,Sunday,852722,USD,29120,500001,332522,0.05823988352023296,11.419024725274726,0.6650426699146602,45-60,A,tiffanyponce,evelynsmith@example.org,Theresa Dennis,F,43
2994,AKX,2023-11-06,2024-11-13,373,Monday,977931,GBP,89504,500001,438562,0.17900764198471603,4.89991508759385,0.8771222457555085,25-30,A,tiffanyponce,evelynsmith@example.org,Theresa Dennis,F,43
2995,KTR,2023-09-15,2023-11-13,59,Friday,602990,GBP,65795,499997,572116,0.13159078954473727,8.695432783646174,1.1442388654331925,45-50,M,brandon70,ericachang@example.net,Victoria French,F,55
2996,KTR,2023-12-01,2024-10-19,323,Friday,917434,EUR,21226,499999,865907,0.04245208490416981,40.79463865071139,1.7318174636349273,35-45,A,brandon70,ericachang@example.net,Victoria French,F,55
2997,GRZ,2024-02-19,2025-05-09,445,Monday,240113,USD,42735,499998,113093,0.08547034188136753,2.6463788463788465,0.226186904747619,35-40,F,brandon70,ericachang@example.net,Victoria French,F,55
2998,BYU,2025-05-29,2025-11-12,167,Thursday,507406,USD,70207,499998,40708,0.14041456165824664,0.5798282222570399,0.08141632566530266,30-40,M,brandon70,ericachang@example.net,Victoria French,F,55
2999,AKX,2025-03-02,2025-04-06,35,Sunday,778399,EUR,43794,500000,578466,0.087588,13.208795725441842,1.156932,35-55,F,hartkelly,dking@example.com,Melissa Santos,F,31
3000,KTR,2024-06-25,2024-07-26,31,Tuesday,359713,GBP,70539,500000,31307,0.141078,0.4438254015509151,0.062614,20-30,A,hartkelly,dking@example.com,Melissa Santos,F,31
3001,KTR,2025-06-19,2026-03-21,275,Thursday,624548,GBP,54280,500000,400576,0.10856,7.379808400884303,0.801152,30-50,M,hartkelly,dking@example.com,Melissa Santos,F,31
3002,GRZ,2024-05-29,2025-05-16,352,Wednesday,213480,EUR,46341,499997,104389,0.09268255609533657,2.2526272631147366,0.20877925267551606,35-60,F,hartkelly,dking@example.com,Melissa Santos,F,31
3003,GRZ,2024-04-03,2025-09-04,519,Wednesday,200614,EUR,36039,500002,187082,0.07207771168915324,5.191098532145731,0.3741625033499866,30-35,M,vhensley,alisha52@example.org,Charles Moreno,O,50
3004,KTR,2025-04-18,2027-01-08,630,Friday,131404,USD,29324,499999,80175,0.05864811729623459,2.734108580002728,0.1603503207006414,40-50,F,vhensley,alisha52@example.org,Charles Moreno,O,50
3005,AKX,2024-06-16,2024-09-09,85,Sunday,653155,EUR,48683,500001,127890,0.09736580526838946,2.6269950496066388,0.2557794884410231,25-30,A,allenstefanie,rodneyalexander@example.org,Scott Macias,M,38
3006,GRZ,2025-03-03,2026-04-14,407,Monday,627544,GBP,24544,500000,627402,0.049088,25.5623370273794,1.254804,20-40,F,allenstefanie,rodneyalexander@example.org,Scott Macias,M,38
3007,GRZ,2023-09-21,2025-09-10,720,Thursday,209955,EUR,1608,499996,197721,0.0032160257282058255,122.96082089552239,0.3954451635613085,20-45,M,vdavis,donnajohnson@example.com,Beth White,F,47
3008,AKX,2025-06-14,2026-04-13,303,Saturday,467817,USD,25875,499997,285557,0.05175031050186301,11.036019323671498,0.5711174267045602,30-50,A,vdavis,donnajohnson@example.com,Beth White,F,47
3009,AKX,2025-05-22,2025-07-24,63,Thursday,493419,GBP,8940,499997,396086,0.017880107280643685,44.304921700223716,0.7921767530605184,20-40,M,vdavis,donnajohnson@example.com,Beth White,F,47
3010,BYU,2023-12-09,2024-01-24,46,Saturday,696090,GBP,35641,500002,639374,0.07128171487314051,17.93928340955641,1.27874288502846,45-60,A,vdavis,donnajohnson@example.com,Beth White,F,47
3011,BYU,2024-07-02,2025-02-21,234,Tuesday,915177,GBP,9009,500002,435002,0.018017927928288286,48.285270285270286,0.87000051999792,45-60,A,fordana,flynnmichael@example.net,Angela Stone,F,22
3012,BYU,2023-11-02,2025-07-25,631,Thursday,903469,GBP,7944,499999,360739,0.01588803177606355,45.41024672708963,0.7214794429588859,45-70,F,fordana,flynnmichael@example.net,Angela Stone,F,22
3013,AKX,2025-03-29,2027-01-28,670,Saturday,10635,GBP,25703,500001,10607,0.051405897188205624,0.412675563163833,0.021213957572084857,25-45,F,sandraruiz,stevensondonna@example.com,Gabriel King,M,71
3014,GRZ,2024-08-20,2025-11-16,453,Tuesday,99641,USD,56946,500001,42710,0.11389177221645556,0.7500087802479543,0.08541982916034167,40-65,F,sandraruiz,stevensondonna@example.com,Gabriel King,M,71
3015,GRZ,2024-04-29,2026-02-25,667,Monday,759843,EUR,67242,500001,337348,0.13448373103253794,5.016923946343059,0.6746946506106988,40-65,F,sandraruiz,stevensondonna@example.com,Gabriel King,M,71
3016,GRZ,2024-12-29,2026-08-01,580,Sunday,868728,GBP,66194,500000,324479,0.132388,4.9019397528476905,0.648958,35-40,M,sandraruiz,stevensondonna@example.com,Gabriel King,M,71
3017,GRZ,2024-02-19,2025-06-19,486,Monday,852673,EUR,28083,499999,187865,0.05616611233222466,6.689634298329951,0.3757307514615029,20-25,M,sandraruiz,stevensondonna@example.com,Gabriel King,M,71
3018,BYU,2025-02-05,2027-01-06,700,Wednesday,905893,USD,46217,499997,101795,0.09243455460732765,2.20254451825086,0.20359122154732928,25-35,F,eric23,elizabethmoody@example.org,Carol Collier,F,47
3019,AKX,2023-08-24,2024-02-28,188,Thursday,681414,GBP,19754,499999,644189,0.039508079016158035,32.610559886605245,1.2883805767611536,35-45,A,eric23,elizabethmoody@example.org,Carol Collier,F,47
3020,BYU,2024-01-12,2025-12-15,703,Friday,441028,EUR,30963,500000,115275,0.061926,3.7229919581435906,0.23055,25-45,F,eric23,elizabethmoody@example.org,Carol Collier,F,47
3021,AKX,2025-01-25,2025-12-27,336,Saturday,776527,EUR,52275,499999,393480,0.1045502091004182,7.527116212338594,0.7869615739231478,20-40,F,eric23,elizabethmoody@example.org,Carol Collier,F,47
3022,AKX,2024-05-28,2025-07-20,418,Tuesday,886080,GBP,19365,500003,146284,0.038729767621394275,7.554040795249161,0.2925662446025324,45-65,F,eric23,elizabethmoody@example.org,Carol Collier,F,47
3023,AKX,2025-07-04,2026-02-09,220,Friday,872136,USD,82748,500002,96109,0.16549533801864794,1.1614661381543965,0.19221723113107547,30-55,M,eric23,elizabethmoody@example.org,Carol Collier,F,47
3024,BYU,2024-04-27,2025-10-19,540,Saturday,129597,GBP,86782,500000,18910,0.173564,0.21790232997626235,0.03782,20-25,F,eric23,elizabethmoody@example.org,Carol Collier,F,47
3025,BYU,2024-12-15,2026-01-07,388,Sunday,418930,GBP,20856,499998,47057,0.041712166848667395,2.2562811660912927,0.09411437645750582,40-55,A,vscott,elizabeth70@example.com,Crystal Cook,F,90
3026,KTR,2024-04-23,2025-04-13,355,Tuesday,143126,GBP,47545,500000,60498,0.09509,1.272436638973604,0.120996,40-65,M,vscott,elizabeth70@example.com,Crystal Cook,F,90
3027,BYU,2024-06-04,2025-11-23,537,Tuesday,511022,GBP,25301,499999,490290,0.05060210120420241,19.378285443263113,0.9805819611639224,40-55,A,vscott,elizabeth70@example.com,Crystal Cook,F,90
3028,AKX,2024-08-12,2026-01-30,536,Monday,718701,USD,45349,500002,550749,0.09069763720945116,12.144677942181746,1.1014935940256239,30-55,A,omendoza,victoria68@example.net,William Becker,M,67
3029,GRZ,2023-09-17,2024-02-16,152,Sunday,768344,EUR,30661,499998,647627,0.061322245288981156,21.122174749682006,1.2952591810367242,20-25,F,omendoza,victoria68@example.net,William Becker,M,67
3030,AKX,2025-07-09,2026-03-09,243,Wednesday,479353,EUR,25083,499997,48934,0.05016630099780599,1.950883068213531,0.09786858721152326,25-35,M,omendoza,victoria68@example.net,William Becker,M,67
3031,GRZ,2024-02-17,2025-02-10,359,Saturday,835173,USD,39959,500002,90933,0.07991768032927868,2.2756575489877124,0.18186527253890986,25-40,F,omendoza,victoria68@example.net,William Becker,M,67
3032,BYU,2024-06-27,2026-04-30,672,Thursday,183415,GBP,30975,500001,103905,0.0619498761002478,3.3544794188861986,0.20780958438083125,45-60,M,omendoza,victoria68@example.net,William Becker,M,67
3033,BYU,2024-02-28,2026-01-10,682,Wednesday,560614,USD,35239,500004,61166,0.07047743618051056,1.7357473254065099,0.12233102135182919,20-35,F,omendoza,victoria68@example.net,William Becker,M,67
3034,AKX,2023-12-18,2025-07-13,573,Monday,366354,EUR,34482,499998,30149,0.06896427585710344,0.8743402354851807,0.06029824119296477,20-45,M,omendoza,victoria68@example.net,William Becker,M,67
3035,AKX,2023-11-26,2024-06-01,188,Sunday,984377,GBP,59405,499999,740264,0.11881023762047524,12.461307970709536,1.4805309610619222,20-25,M,omendoza,victoria68@example.net,William Becker,M,67
3036,GRZ,2025-07-04,2027-03-28,632,Friday,613874,EUR,55781,499994,235980,0.11156333876006512,4.230472741614529,0.47196566358796305,30-35,M,kerrireynolds,athompson@example.net,Jim Kim,M,68
3037,KTR,2024-01-07,2024-09-11,248,Sunday,371388,USD,7673,500002,69114,0.015345938616245535,9.007428645901213,0.13822744709021165,30-40,F,kerrireynolds,athompson@example.net,Jim Kim,M,68
3038,GRZ,2024-09-03,2024-12-01,89,Tuesday,34080,EUR,12764,500001,28245,0.02552794894410211,2.212864305860232,0.05648988702022596,20-30,M,kerrireynolds,athompson@example.net,Jim Kim,M,68
3039,AKX,2024-09-19,2025-06-17,271,Thursday,501022,GBP,32946,500001,320986,0.06589186821626357,9.742791234140714,0.6419707160585679,20-45,A,kerrireynolds,athompson@example.net,Jim Kim,M,68
3040,AKX,2024-07-24,2026-05-28,673,Wednesday,563862,USD,64254,499999,259152,0.12850825701651403,4.033243066579512,0.5183050366100732,40-65,A,kerrireynolds,athompson@example.net,Jim Kim,M,68
3041,KTR,2023-12-06,2024-07-26,233,Wednesday,162019,GBP,54223,500002,102827,0.10844556621773513,1.8963723881009904,0.20565317738729044,30-35,M,kerrireynolds,athompson@example.net,Jim Kim,M,68
3042,BYU,2023-08-21,2025-01-12,510,Monday,336873,EUR,29443,499999,112181,0.05888611777223554,3.81010766565907,0.22436244872489744,45-55,M,kerrireynolds,athompson@example.net,Jim Kim,M,68
3043,GRZ,2025-07-13,2026-07-23,375,Sunday,966101,EUR,19300,500000,629852,0.0386,32.63481865284974,1.259704,30-50,A,amber06,hatfieldjulie@example.com,Ashley Phelps,F,69
3044,AKX,2024-06-02,2025-10-17,502,Sunday,229592,GBP,13588,499995,164770,0.027176271762717627,12.126140712393289,0.32954329543295435,35-55,F,amber06,hatfieldjulie@example.com,Ashley Phelps,F,69
3045,KTR,2024-10-02,2026-04-16,561,Wednesday,821056,GBP,62630,499997,699090,0.1252607515645094,11.162222577039758,1.3981883891303348,25-35,M,amber06,hatfieldjulie@example.com,Ashley Phelps,F,69
3046,BYU,2025-04-24,2026-10-13,537,Thursday,925942,USD,22211,499999,78048,0.04442208884417769,3.5139345369411554,0.15609631219262438,30-35,F,amber06,hatfieldjulie@example.com,Ashley Phelps,F,69
3047,GRZ,2024-03-23,2025-11-29,616,Saturday,727107,GBP,74598,499999,129397,0.1491962983925968,1.7345907396981153,0.25879451758903516,35-55,F,amber06,hatfieldjulie@example.com,Ashley Phelps,F,69
3048,GRZ,2025-07-11,2026-04-12,275,Friday,226498,USD,47222,500002,97820,0.0944436222255111,2.0714921011392993,0.19563921744313023,40-50,F,amber06,hatfieldjulie@example.com,Ashley Phelps,F,69
3049,BYU,2024-05-12,2025-03-20,312,Sunday,361974,USD,14127,499998,312527,0.028254113016452066,22.12267289587315,0.6250565002260009,45-50,A,amber06,hatfieldjulie@example.com,Ashley Phelps,F,69
3050,AKX,2025-01-24,2025-09-04,223,Friday,735173,USD,39865,499999,185012,0.07973015946031892,4.640963250972031,0.3700247400494801,20-30,F,tinathompson,shawn23@example.org,Erin Cooper,F,78
3051,AKX,2023-09-18,2025-01-04,474,Monday,593330,EUR,83439,500002,71003,0.16687733249067005,0.8509569865410659,0.1420054319782721,25-35,F,tinathompson,shawn23@example.org,Erin Cooper,F,78
3052,AKX,2024-02-18,2025-09-02,562,Sunday,673995,USD,31773,499998,632836,0.06354625418501673,19.917414156673907,1.2656770627082508,40-65,M,tinathompson,shawn23@example.org,Erin Cooper,F,78
3053,AKX,2025-06-15,2026-12-24,557,Sunday,635648,GBP,38287,499997,439703,0.07657445944675668,11.484394180792435,0.8794112764676588,20-25,M,tinathompson,shawn23@example.org,Erin Cooper,F,78
3054,GRZ,2024-11-16,2025-05-10,175,Saturday,378342,USD,14997,500000,99280,0.029994,6.6199906647996265,0.19856,45-55,M,tinathompson,shawn23@example.org,Erin Cooper,F,78
3055,KTR,2024-07-24,2025-10-13,446,Wednesday,804434,USD,17052,500001,319542,0.034103931792136416,18.73926812104152,0.6390827218345563,45-65,F,tinathompson,shawn23@example.org,Erin Cooper,F,78
3056,GRZ,2023-11-05,2025-11-01,727,Sunday,422945,GBP,28673,499999,366777,0.05734611469222938,12.791720433857636,0.7335554671109342,30-35,M,tinathompson,shawn23@example.org,Erin Cooper,F,78
3057,GRZ,2025-04-12,2026-08-26,501,Saturday,532274,GBP,30203,500003,240947,0.060405637566174605,7.977585008111777,0.48189110865334805,40-50,M,shernandez,johnsonashley@example.com,Jeremy Hanson,M,42
3058,GRZ,2025-02-26,2025-07-03,127,Wednesday,177439,USD,23881,499998,130480,0.047762191048764197,5.463757799087141,0.2609610438441754,45-60,M,shernandez,johnsonashley@example.com,Jeremy Hanson,M,42
3059,AKX,2025-02-20,2026-02-12,357,Thursday,390162,EUR,39543,499999,6277,0.07908615817231635,0.15873858837215182,0.012554025108050216,30-45,A,shernandez,johnsonashley@example.com,Jeremy Hanson,M,42
3060,KTR,2025-06-11,2025-12-14,186,Wednesday,468282,USD,1300,500000,226102,0.0026,173.92461538461538,0.452204,40-45,M,davidbecker,joshua43@example.com,Courtney Pace,F,44
3061,BYU,2025-06-27,2026-02-19,237,Friday,810216,EUR,26186,499999,623040,0.05237210474420949,23.79286641716948,1.2460824921649842,25-35,A,davidbecker,joshua43@example.com,Courtney Pace,F,44
3062,AKX,2023-09-19,2025-02-01,501,Tuesday,344241,EUR,33958,499999,315833,0.06791613583227167,9.300694976147005,0.6316672633345267,45-60,M,davidbecker,joshua43@example.com,Courtney Pace,F,44
3063,BYU,2025-06-09,2025-11-02,146,Monday,381193,EUR,69647,500001,201779,0.13929372141255716,2.8971671428776546,0.4035571928856142,30-50,F,andersonangela,zacharylynch@example.com,Duane Morgan,M,40
3064,AKX,2023-08-02,2024-11-08,464,Wednesday,720668,EUR,37290,499997,659310,0.0745804474826849,17.680611423974256,1.3186279117674706,20-45,F,andersonangela,zacharylynch@example.com,Duane Morgan,M,40
3065,GRZ,2024-02-17,2025-03-13,390,Saturday,542484,USD,41223,500002,79556,0.08244567021731913,1.9298935060524465,0.15911136355454578,30-55,F,andersonangela,zacharylynch@example.com,Duane Morgan,M,40
3066,BYU,2024-02-27,2024-09-06,192,Tuesday,86258,USD,78169,500002,5038,0.1563373746505014,0.06445010170272103,0.010075959696161216,20-40,A,andersonangela,zacharylynch@example.com,Duane Morgan,M,40
3067,BYU,2025-01-22,2025-02-17,26,Wednesday,709284,USD,71046,500001,672006,0.14209171581656838,9.458745038425809,1.344009311981376,35-45,M,travis57,jamesruiz@example.org,Jasmine Mills,F,55
3068,BYU,2024-04-05,2025-03-16,345,Friday,60627,GBP,3402,500006,38370,0.006803918352979764,11.278659611992945,0.07673907913105042,20-25,M,travis57,jamesruiz@example.org,Jasmine Mills,F,55
3069,GRZ,2024-08-31,2024-09-27,27,Saturday,224012,USD,39784,500002,20709,0.07956768172927309,0.520535893826664,0.04141783432866269,40-45,A,travis57,jamesruiz@example.org,Jasmine Mills,F,55
3070,GRZ,2024-08-16,2025-12-21,492,Friday,116234,GBP,28751,500002,102556,0.057501769992920025,3.567041146394908,0.20511117955528177,25-40,M,travis57,jamesruiz@example.org,Jasmine Mills,F,55
3071,KTR,2024-10-11,2025-08-13,306,Friday,755037,USD,13153,500001,442530,0.026305947388105225,33.64479586406143,0.8850582298835402,35-60,F,travis57,jamesruiz@example.org,Jasmine Mills,F,55
3072,KTR,2024-01-08,2025-12-28,720,Monday,380943,EUR,27464,499999,68805,0.05492810985621971,2.5052796387998835,0.13761027522055044,40-60,A,tracy00,whitescott@example.com,Lynn Rios,F,75
3073,GRZ,2025-04-02,2025-10-19,200,Wednesday,38421,USD,65563,499999,18038,0.1311262622525245,0.27512468923020605,0.036076072152144305,20-25,M,tracy00,whitescott@example.com,Lynn Rios,F,75
3074,KTR,2023-08-13,2024-12-16,491,Sunday,443181,GBP,31883,500001,214515,0.06376587246825506,6.728193708245773,0.4290291419417161,20-35,F,tracy00,whitescott@example.com,Lynn Rios,F,75
3075,AKX,2023-08-09,2025-05-20,650,Wednesday,519622,EUR,64067,500003,80724,0.1281332312006128,1.2599934443629326,0.1614470313178121,45-70,F,tracy00,whitescott@example.com,Lynn Rios,F,75
3076,AKX,2024-03-29,2024-12-24,270,Friday,986609,EUR,44745,500002,706278,0.08948964204143184,15.784512236004023,1.4125503497986007,45-60,M,jeremytrevino,kathryncruz@example.com,Craig Johnson,M,45
3077,GRZ,2024-12-30,2025-12-26,361,Monday,552842,GBP,25756,500000,45223,0.051512,1.7558238856965367,0.090446,40-60,A,jeremytrevino,kathryncruz@example.com,Craig Johnson,M,45
3078,AKX,2023-10-06,2023-11-10,35,Friday,412268,GBP,5590,500002,391682,0.011179955280178878,70.06833631484794,0.7833608665565338,45-50,M,jeremytrevino,kathryncruz@example.com,Craig Johnson,M,45
3079,KTR,2024-09-18,2025-09-30,377,Wednesday,103039,GBP,15094,500000,12719,0.030188,0.842652709685968,0.025438,45-65,F,glewis,joannecallahan@example.org,Mary Howe,F,47
3080,GRZ,2025-03-26,2026-08-19,511,Wednesday,208240,USD,40365,500000,34566,0.08073,0.8563359345968041,0.069132,35-60,M,glewis,joannecallahan@example.org,Mary Howe,F,47
3081,GRZ,2023-10-05,2024-05-28,236,Thursday,219020,USD,39914,500000,48779,0.079828,1.2221025204189007,0.097558,40-65,M,glewis,joannecallahan@example.org,Mary Howe,F,47
3082,BYU,2023-12-06,2025-10-01,665,Wednesday,791581,USD,60043,500001,614794,0.12008575982848034,10.239228552870443,1.2295855408289182,45-65,A,jessica81,vgreene@example.com,Kara Macias,F,36
3083,KTR,2024-01-16,2025-01-04,354,Tuesday,287598,USD,80006,499996,197483,0.16001328010624086,2.468352373571982,0.394969159753278,20-45,A,jessica81,vgreene@example.com,Kara Macias,F,36
3084,AKX,2024-05-11,2024-07-13,63,Saturday,836035,USD,21323,499998,267857,0.04264617058468234,12.561881536369178,0.5357161428645715,25-45,F,jessica81,vgreene@example.com,Kara Macias,F,36
3085,GRZ,2025-07-04,2026-03-08,247,Friday,399770,GBP,65208,500002,216405,0.13041547833808664,3.318687891056312,0.4328082687669249,35-60,A,jessica81,vgreene@example.com,Kara Macias,F,36
3086,AKX,2024-11-26,2026-04-26,516,Tuesday,120844,EUR,49980,499996,47829,0.0999607996863975,0.9569627851140456,0.09565876527012217,35-50,A,jessica81,vgreene@example.com,Kara Macias,F,36
3087,BYU,2025-02-24,2025-03-24,28,Monday,78184,GBP,27575,500001,23429,0.0551498897002206,0.8496464188576609,0.04685790628418743,40-55,A,kristinsmith,michael53@example.net,Sarah Foster,F,24
3088,BYU,2025-01-13,2026-10-07,632,Monday,882356,USD,51180,500004,823149,0.10235918112655099,16.083411488862836,1.6462848297213621,35-60,M,kristinsmith,michael53@example.net,Sarah Foster,F,24
3089,GRZ,2023-12-18,2025-08-28,619,Monday,410902,EUR,28932,500001,384024,0.05786388427223146,13.273330568228952,0.7680464639070722,25-40,F,kristinsmith,michael53@example.net,Sarah Foster,F,24
3090,BYU,2024-04-12,2024-12-30,262,Friday,881505,EUR,72262,499998,262790,0.1445245780983124,3.636627826520163,0.5255821023284093,20-45,M,kristinsmith,michael53@example.net,Sarah Foster,F,24
3091,AKX,2024-05-14,2024-12-20,220,Tuesday,819618,EUR,28375,500001,218767,0.056749886500227,7.709850220264317,0.43753312493375013,45-70,A,kristinsmith,michael53@example.net,Sarah Foster,F,24
3092,KTR,2024-01-28,2024-03-03,35,Sunday,650024,USD,37027,500001,125454,0.07405385189229621,3.388176195749048,0.25090749818500363,25-35,F,amandarice,cameronronald@example.net,Stacey Johnson,F,32
3093,KTR,2024-12-28,2025-09-22,268,Saturday,958187,EUR,22620,499999,250962,0.04524009048018096,11.094694960212202,0.5019250038500077,25-45,A,amandarice,cameronronald@example.net,Stacey Johnson,F,32
3094,BYU,2025-06-22,2026-11-18,514,Sunday,703683,USD,40351,499998,696077,0.08070232280929124,17.25055141136527,1.3921595686382746,20-25,F,amandarice,cameronronald@example.net,Stacey Johnson,F,32
3095,AKX,2023-08-26,2025-04-15,598,Saturday,280271,USD,80575,500000,217813,0.16115,2.7032330127210673,0.435626,30-45,A,amandarice,cameronronald@example.net,Stacey Johnson,F,32
3096,AKX,2024-08-12,2025-07-28,350,Monday,674288,EUR,21548,500001,223416,0.04309591380817238,10.368294041210321,0.44683110633778733,45-70,A,amandarice,cameronronald@example.net,Stacey Johnson,F,32
